,COD_REGION,REGION,COD_PROVIN,PROVINCIA,CUT,ID_COM,COMUNA,TOTAL_PERS,TOTAL_HOMB,TOTAL_MUJE,PERSONAS_0,PERSONAS_6,PERSONAS_1,PERSONAS_M,PERSONAS_E,PUEBLOS_IN,TOTAL_VIV_,TOTAL_VI_1,VIV_OCUPA_,TOTAL_VIVI,CANTIDAD_H,VIV_TIPO_C,VIV_TIPO_D,VIV_TIPO_T,VIV_TIPO_P,VIV_TIPO_M,VIV_TIPO_1,VIV_TIPO_O,VIV_PARED_,VIV_PARE_1,VIV_PARE_2,VIV_PARE_3,VIV_PARE_4,VIV_PARE_5,VIV_TECHO_,VIV_TECH_1,VIV_TECH_2,VIV_TECH_3,VIV_TECH_4,VIV_TECH_5,VIV_TECH_6,VIV_PISO_P,VIV_PISO_R,VIV_PISO_B,VIV_PISO_C,VIV_PISO_T,VIV_MATERI,VIV_MATE_1,VIV_MATE_2,VIV_AGUA_R,VIV_AGUA_P,VIV_AGUA_C,VIV_AGUA_1,lat_comuna,lon_comuna,color
143,8,REGIÃ“N DEL BIOBÃO,81,CONCEPCIÃ“N,8103,8103,CHIGUAYANTE,85708,40380,45318,5589,9527,59216,9230,412,7215,28845,15,26454,28860,26776,24136,4363,3,115,141,9,78,6572,10962,7123,1542,23,149,4989,1548,19518,59,1,193,7,24405,399,1175,300,13,22704,3166,321,26187,54,5,76,-36.900778169100015,-73.00518696759997,#f632a3
144,8,REGIÃ“N DEL BIOBÃO,81,CONCEPCIÃ“N,8104,8104,FLORIDA,10589,5323,5181,398,824,6742,1365,8,271,5145,8,3685,5153,3699,4939,1,0,5,185,1,14,131,431,2438,536,52,81,287,3,3331,6,0,24,14,3035,165,306,103,50,2505,1005,136,1572,1683,63,317,-36.82230618350001,-72.71779985289992,#1381c0
145,8,REGIÃ“N DEL BIOBÃO,81,CONCEPCIÃ“N,8105,8105,HUALQUI,24287,11741,12416,1572,2910,16074,2369,25,1678,8989,19,7644,9008,7731,8752,0,0,20,180,1,36,573,1958,4109,856,54,82,536,8,6991,20,1,48,10,6552,233,581,187,54,5763,1650,170,6500,633,155,315,-37.0447673918,-72.87103495869998,#f632a3
146,8,REGIÃ“N DEL BIOBÃO,81,CONCEPCIÃ“N,8106,8106,LOTA,43380,20860,22520,2373,4191,29024,4794,66,4899,15428,3,13600,15431,13766,14201,627,1,33,482,5,79,1852,3247,6675,1687,28,68,1397,172,11809,103,1,46,8,11666,164,1408,274,9,9987,3368,120,13202,172,13,111,-37.1195814608,-73.10495849280002,#f632a3
147,8,REGIÃ“N DEL BIOBÃO,81,CONCEPCIÃ“N,8107,8107,PENCO,46849,22299,24430,3318,5177,31751,5297,67,3951,15626,10,14447,15636,14630,13622,1618,0,91,259,1,35,2338,4665,5953,1304,24,129,1539,311,12327,53,0,141,16,13014,306,791,254,6,11580,2488,258,14060,116,35,179,-36.74787900069999,-72.94374408439995,#f632a3
148,8,REGIÃ“N DEL BIOBÃO,81,CONCEPCIÃ“N,8108,8108,SAN PEDRO DE LA PAZ,131645,62781,68715,10085,16509,89226,10333,1146,11914,47428,22,41613,47450,41949,38557,8520,0,88,169,5,89,13251,19616,7054,1461,23,130,10710,3234,27242,102,1,163,12,37926,1017,1938,516,4,36434,4621,246,40935,313,3,176,-36.880910203700005,-73.09847666499995,#f632a3
149,8,REGIÃ“N DEL BIOBÃO,81,CONCEPCIÃ“N,8109,8109,SANTA JUANA,13704,6601,6863,575,1348,8606,1570,0,1067,6191,8,4704,6199,4727,6071,1,2,7,82,1,27,409,1554,2130,549,20,33,322,4,4325,15,1,14,6,4156,123,254,91,52,3637,939,93,3191,330,137,1023,-37.27668423499996,-72.96005581620007,#f632a3
150,8,REGIÃ“N DEL BIOBÃO,81,CONCEPCIÃ“N,8110,8110,TALCAHUANO,151024,72515,78374,9179,15045,103800,16984,384,11331,50374,48,46417,50422,47301,43856,5412,4,297,619,20,166,11890,18624,12732,2749,28,258,6352,1989,37385,165,4,294,14,42673,721,2145,556,15,39665,5820,499,45976,59,20,102,-36.71540608379998,-73.09943708799995,#f632a3
151,8,REGIÃ“N DEL BIOBÃO,81,CONCEPCIÃ“N,8111,8111,TOMÃ‰,54611,25599,28812,3359,5453,35888,7187,120,3145,23214,11,18037,23225,18222,20620,2016,3,96,389,3,87,2923,4157,8418,2224,40,218,1885,429,15359,69,3,199,11,16387,320,941,218,44,14019,3416,410,16440,645,252,601,-36.61663237960006,-72.85805010990008,#f632a3
152,8,REGIÃ“N DEL BIOBÃO,81,CONCEPCIÃ“N,8112,8112,HUALPÃ‰N,91492,43348,48144,5369,8689,62373,10505,225,7850,30619,18,28560,30637,29122,25227,5083,2,105,129,1,72,7228,14212,5638,1321,16,71,4684,1737,21848,72,1,68,4,26333,379,1429,245,7,24897,3259,139,28293,35,42,11,-36.78879411859999,-73.14118662200003,#f632a3
153,8,REGIÃ“N DEL BIOBÃO,82,ARAUCO,8201,8201,LEBU,25494,12282,12967,1463,2787,16854,2284,20,7053,9253,26,7929,9279,8014,9017,36,0,7,172,0,21,392,848,5574,965,5,119,374,11,7446,16,2,41,10,6772,154,800,150,11,5782,1925,148,7305,250,166,150,-37.67677708270002,-73.58986973540003,#f632a3
154,8,REGIÃ“N DEL BIOBÃO,82,ARAUCO,8202,8202,ARAUCO,36211,17661,18218,2329,4209,24130,3429,25,5830,13208,33,11517,13241,11660,12768,6,0,22,351,1,60,965,2015,7012,1381,20,94,709,10,10681,23,0,20,11,9915,145,1206,186,8,8599,2684,121,9729,439,408,881,-37.28859017059997,-73.39980600909995,#f632a3
155,8,REGIÃ“N DEL BIOBÃO,82,ARAUCO,8203,8203,CAÃ‘ETE,34441,16529,17802,2421,4238,22100,3570,81,11876,12809,19,11100,12828,11230,12459,49,11,53,170,0,67,243,552,8326,1813,14,102,656,3,10309,27,0,41,3,10209,103,595,85,16,8382,2430,147,8401,1210,205,1172,-37.87366688699997,-73.31730118760002,#f632a3
156,8,REGIÃ“N DEL BIOBÃO,82,ARAUCO,8204,8204,CONTULMO,6031,3028,3003,363,654,3926,785,0,1716,2687,7,2046,2694,2075,2605,0,1,10,55,2,14,17,16,1651,336,0,16,79,0,1939,14,0,6,0,1928,15,76,9,7,1563,438,28,1248,59,5,713,-38.05245921769999,-73.2119647769,#1381c0
157,8,REGIÃ“N DEL BIOBÃO,82,ARAUCO,8205,8205,CURANILAHUE,32230,15744,16408,2237,3698,21549,3245,17,4572,11268,11,10187,11279,10299,10904,88,1,23,224,1,27,527,1235,6922,1380,11,73,402,34,9650,20,0,17,15,8814,92,1047,156,16,7504,2473,112,9751,89,37,243,-37.482898912900026,-73.23564558220004,#f632a3
158,8,REGIÃ“N DEL BIOBÃO,82,ARAUCO,8206,8206,LOS ÃLAMOS,21014,10190,10824,1606,2808,13651,1956,4,5626,7701,10,6762,7711,6833,7510,1,2,8,153,0,27,196,308,5167,1005,15,52,186,1,6517,8,0,12,15,6152,77,418,72,8,5174,1455,79,6267,266,96,88,-37.67358221079999,-73.35694135280002,#f632a3
159,8,REGIÃ“N DEL BIOBÃO,82,ARAUCO,8207,8207,TIRÃšA,10333,5137,5151,793,1395,6624,831,0,7282,4034,11,3306,4045,3344,3908,1,0,13,91,0,21,21,57,2673,492,5,44,95,0,3171,8,0,9,4,3081,29,128,23,16,2569,630,62,1711,422,59,1081,-38.29720059660002,-73.39440527839999,#f632a3
160,8,REGIÃ“N DEL BIOBÃO,83,BIOBÃO,8301,8301,LOS ÃNGELES,201780,97596,104008,13864,24509,134672,20087,952,10992,74659,104,64440,74763,65057,68494,4106,9,741,961,11,337,8930,26912,22709,5094,216,422,9824,1405,52555,178,3,172,32,57390,1860,3712,1028,117,52490,10765,658,51547,11931,469,120,-37.40749778000006,-72.32742999949997,#f632a3
161,8,REGIÃ“N DEL BIOBÃO,83,BIOBÃO,8302,8302,ANTUCO,4034,1885,2060,228,348,2313,546,5,196,1995,12,1423,2007,1436,1943,1,2,4,34,0,11,58,113,1000,181,8,57,76,0,1310,2,0,21,2,1249,64,64,34,1,1036,297,70,1180,10,0,226,-37.32752234780001,-71.36703259390002,#f632a3
162,8,REGIÃ“N DEL BIOBÃO,83,BIOBÃO,8303,8303,CABRERO,28561,14127,14352,1600,3094,19187,2954,81,1454,11025,20,9448,11045,9520,10635,73,2,46,223,0,46,591,2295,5153,1256,66,64,624,21,8725,19,1,19,0,8189,353,633,217,16,7019,2268,91,7979,1325,48,49,-37.061937188000044,-72.3813599005999,#f632a3
163,8,REGIÃ“N DEL BIOBÃO,83,BIOBÃO,8304,8304,LAJA,22256,10578,11498,1386,2471,14187,2648,13,1441,8686,12,7466,8698,7527,8369,20,1,33,215,5,43,576,2576,3339,842,21,102,691,12,6657,15,0,65,2,6209,289,695,217,33,5423,1833,166,5917,1046,437,34,-37.31260970349996,-72.58253301039996,#f632a3
164,8,REGIÃ“N DEL BIOBÃO,83,BIOBÃO,8305,8305,MULCHÃ‰N,29591,14466,14917,1533,3343,19249,3301,27,3027,10649,24,9402,10673,9505,10408,19,1,43,145,0,33,558,2180,5330,1185,29,94,803,2,8504,10,2,41,1,8178,248,699,218,14,7030,2154,142,7618,1213,290,229,-37.83829790839996,-72.09778824019999,#f632a3
165,8,REGIÃ“N DEL BIOBÃO,83,BIOBÃO,8306,8306,NACIMIENTO,26141,12793,13243,1657,3116,17150,2750,14,1455,10051,23,8419,10074,8487,9717,3,0,37,259,0,35,449,4169,2788,890,54,47,1080,6,7242,12,1,20,27,7085,225,645,298,108,6344,1811,187,7116,314,120,837,-37.48548613990004,-72.82354716100004,#f632a3
166,8,REGIÃ“N DEL BIOBÃO,83,BIOBÃO,8307,8307,NEGRETE,9728,4809,4919,573,1076,6352,1042,4,718,3514,3,3103,3517,3127,3409,0,0,8,93,1,3,206,757,1707,387,11,33,203,1,2864,8,0,14,1,2633,104,249,92,7,2262,764,52,2302,675,109,10,-37.608082655100006,-72.57636069249999,#f632a3
167,8,REGIÃ“N DEL BIOBÃO,83,BIOBÃO,8308,8308,QUILACO,3934,1961,1957,203,256,2372,684,0,399,1908,5,1420,1913,1423,1850,0,0,11,37,1,9,68,184,901,228,7,32,150,1,1241,2,0,18,2,1253,35,83,39,6,1025,334,52,937,184,78,214,-37.96040167360001,-71.70568143269999,#1381c0
168,8,REGIÃ“N DEL BIOBÃO,83,BIOBÃO,8309,8309,QUILLECO,9557,4692,4836,472,916,6021,1490,9,302,3864,4,3237,3868,3256,3748,2,0,9,89,1,15,94,339,2246,441,17,91,244,0,2950,5,1,25,2,2859,107,170,73,10,2369,724,117,2149,657,196,218,-37.4367035948,-71.86154637539995,#f632a3
169,8,REGIÃ“N DEL BIOBÃO,83,BIOBÃO,8310,8310,SAN ROSENDO,3363,1569,1671,152,337,2114,454,0,97,1470,3,1183,1473,1197,1360,0,0,5,102,1,2,93,293,621,154,4,16,75,0,1085,0,0,15,0,1025,18,91,33,13,868,266,38,934,134,70,37,-37.2132269621,-72.72125814360001,#f632a3
170,8,REGIÃ“N DEL BIOBÃO,83,BIOBÃO,8311,8311,SANTA BÃRBARA,13730,6679,7045,897,1596,8820,1742,4,1890,5414,15,4539,5429,4576,5267,0,9,22,90,0,26,197,620,2977,589,23,116,329,1,4146,7,0,24,3,3969,152,277,93,15,3351,985,148,3409,508,207,385,-37.62321039039997,-71.74820592739997,#f632a3
171,8,REGIÃ“N DEL BIOBÃO,83,BIOBÃO,8312,8312,TUCAPEL,14120,6799,7208,618,1296,8833,1667,0,470,6491,10,4927,6501,4966,6401,0,0,11,60,0,19,186,1203,2845,585,15,75,325,0,4534,7,0,31,2,4277,149,308,154,11,3680,1097,103,4265,341,125,153,-37.2254433905,-71.74434880269999,#f632a3
172,8,REGIÃ“N DEL BIOBÃO,83,BIOBÃO,8313,8313,YUMBEL,21168,10305,10612,948,1699,13596,2976,23,812,10219,14,7404,10233,7467,9673,7,3,22,445,6,63,623,2209,3386,972,109,85,645,11,6640,18,1,54,5,6185,410,429,222,112,5231,1879,226,5392,1616,244,123,-37.0883437947,-72.61605176200008,#f632a3
173,8,REGIÃ“N DEL BIOBÃO,83,BIOBÃO,8314,8314,ALTO BIOBÃO,5823,2979,2844,607,946,3693,387,30,4899,2065,29,1716,2094,1736,1822,0,84,15,129,0,15,36,40,1124,409,22,75,102,1,1557,9,0,36,4,1385,31,86,46,155,1023,437,231,475,44,19,1167,-37.8654492171,-71.34744999170002,#1381c0
174,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9101,9101,TEMUCO,280364,132435,146893,17183,28103,194184,27135,2627,67111,103758,203,91716,103961,93925,87097,14237,18,621,610,25,1150,16702,28046,38932,6841,87,764,11464,5576,73687,202,7,202,57,84976,1685,3684,711,60,77767,12026,985,87704,1458,1837,147,-38.673262980900056,-72.66776718889983,#f632a3
175,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9102,9102,CARAHUE,24458,12005,12178,1579,2717,15262,3209,16,9855,9551,16,7864,9567,7915,9189,59,4,36,216,4,43,236,222,5423,1619,19,293,279,10,7421,17,0,76,9,7005,178,434,126,56,5256,2109,386,5165,801,553,1275,-38.61120390989998,-73.26955689690013,#f632a3
176,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9103,9103,CUNCO,17273,8392,8468,879,1496,10434,2576,54,4949,7922,12,5948,7934,6011,7698,2,6,13,143,2,58,156,176,4419,1009,11,155,203,6,5635,14,0,56,7,5192,196,379,127,12,4178,1506,205,3785,850,191,1080,-38.97725396329998,-71.99229939710001,#f632a3
177,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9104,9104,CURARREHUE,7361,3693,3579,586,919,4446,812,118,4905,3269,11,2475,3280,2486,3143,3,1,8,91,2,21,34,44,1874,419,8,88,75,1,2348,5,1,27,3,2169,59,148,68,17,1721,620,110,928,33,14,1480,-39.33647152549999,-71.5391563454,#1381c0
178,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9105,9105,FREIRE,24389,12273,12074,1227,2598,15456,2885,24,12871,9199,9,7995,9208,8072,8913,4,14,33,198,4,33,149,443,5904,1177,24,277,329,3,7521,21,3,66,13,6951,323,463,172,39,5682,1888,347,4063,3206,363,295,-38.94952701800002,-72.57630407040004,#1381c0
179,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9106,9106,GALVARINO,11914,5911,5849,808,1362,7436,1428,5,8250,4254,4,3766,4258,3794,4147,0,3,7,82,0,15,68,186,2627,721,15,132,135,0,3563,11,4,23,2,3354,96,173,71,37,2553,983,176,1390,995,761,596,-38.448217333700036,-72.79172830820008,#1381c0
180,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9107,9107,GORBEA,14408,6905,7450,675,1270,9270,2196,38,2512,6109,8,5080,6117,5165,5973,7,3,8,93,1,24,163,178,3852,729,7,130,280,1,4732,13,1,33,2,4474,111,397,64,6,3727,1150,154,3679,594,138,639,-39.171951193299975,-72.66961865499991,#f632a3
181,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9108,9108,LAUTARO,37614,18021,19178,2246,3999,24415,3554,59,14088,13932,19,11844,13951,11974,13677,9,3,33,155,3,52,475,1363,7869,1831,34,224,587,9,11060,31,1,53,46,10129,485,833,278,36,8393,2991,321,9058,1774,675,265,-38.5433593257,-72.28909919699991,#f632a3
182,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9109,9109,LONCOCHE,23527,11354,11969,1165,2373,14426,2747,21,7583,10033,7,8173,10040,8238,9825,4,4,19,144,2,35,192,168,6336,1233,16,196,254,2,7796,18,0,58,16,7306,196,486,111,14,5978,1861,251,6049,981,103,978,-39.35628586990002,-72.58291416280005,#f632a3
183,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9110,9110,MELIPEUCO,6053,3020,2989,283,617,3709,854,48,3081,2706,18,2088,2724,2115,2621,1,2,8,57,0,17,44,39,1576,346,3,68,69,2,1982,5,0,18,0,1715,96,149,99,18,1380,591,89,1356,30,12,680,-38.824640646899994,-71.61089246780003,#1381c0
184,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9111,9111,NUEVA IMPERIAL,32380,15636,16463,1893,3644,20558,3871,44,18100,12058,17,10310,12075,10388,11766,9,18,44,173,6,42,301,667,7583,1358,26,308,355,4,9775,29,6,47,23,8909,359,644,236,74,7432,2319,412,7710,1380,922,215,-38.751599966699935,-72.9720610851,#f632a3
185,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9112,9112,PADRE LAS CASAS,76010,36906,39022,5218,9228,50935,6445,217,36985,26097,16,23098,26113,23334,23921,1706,22,71,303,4,70,1719,5438,12520,2918,53,333,1299,272,21167,59,4,81,40,20003,890,1517,390,99,17231,5098,472,16937,3971,1776,216,-38.7917117042999,-72.57884119150002,#f632a3
186,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9113,9113,PERQUENCO,6902,3353,3472,409,678,4432,715,0,3474,2875,1,2313,2876,2335,2817,0,3,5,38,5,7,41,120,1701,370,1,76,76,1,2221,2,0,6,1,2018,109,124,55,1,1644,577,78,1673,488,94,56,-38.42827753900001,-72.43663594119997,#f632a3
187,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9114,9114,PITRUFQUÃ‰N,24822,12007,12726,1169,2307,16115,3328,44,8313,10143,21,8483,10164,8553,9894,25,16,30,112,2,64,279,671,5965,1300,16,207,387,10,7955,9,0,43,22,7341,278,603,194,10,6018,2103,263,6671,1341,128,261,-39.08406272999997,-72.66380925429995,#f632a3
188,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9115,9115,PUCÃ“N,27707,13573,13919,1814,3017,18653,2548,773,7702,17007,113,9104,17120,9209,14871,1808,4,66,144,15,99,377,492,6678,1365,28,127,895,68,8029,13,4,40,3,8071,220,596,131,13,6701,2125,165,6185,755,219,1880,-39.270158398300026,-71.79124648180003,#f632a3
189,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9116,9116,SAAVEDRA,12380,6065,6277,736,1332,7630,1848,18,9604,5665,14,4285,5679,4319,5353,3,12,20,241,1,35,66,70,3119,840,3,164,141,1,4039,19,2,49,4,3945,82,134,37,59,3004,981,234,1613,925,1204,519,-38.832554745099976,-73.29553776250002,#f632a3
190,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9117,9117,TEODORO SCHMIDT,15028,7389,7397,755,1312,9290,1954,8,7661,6430,4,5341,6434,5386,6203,2,6,14,149,2,54,104,171,4012,716,14,311,151,1,5074,16,3,65,3,4781,121,249,125,31,3862,1059,364,2711,1853,227,516,-39.00548639870001,-73.12748656580006,#f632a3
191,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9118,9118,TOLTÃ‰N,9718,4851,4808,503,923,6006,1277,10,4166,4143,8,3339,4151,3367,4055,0,1,5,57,1,24,48,69,2394,643,4,170,93,0,3184,5,1,35,4,3104,48,135,31,6,2321,802,187,1761,480,38,1038,-39.21696245139997,-73.06577537400005,#1381c0
192,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9119,9119,VILCÃšN,28008,13647,14085,1771,3207,18405,2756,34,9629,11045,11,9071,11056,9149,10867,8,9,32,90,13,26,231,484,6609,1470,26,221,464,6,8497,9,3,36,4,7867,285,614,204,31,6450,2250,259,6045,2114,474,374,-38.70472120190002,-72.116504654,#f632a3
193,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9120,9120,VILLARRICA,55040,26784,27890,3422,5901,36164,5679,581,14490,28049,73,18202,28122,18410,26340,1197,7,95,238,1,171,941,1478,12941,2366,43,356,1560,86,16302,24,5,104,34,16307,338,1226,200,21,13777,3779,467,12816,2529,116,2633,-39.300866951799925,-72.18283096740008,#f632a3
194,9,REGIÃ“N DE LA ARAUCANÃA,91,CAUTÃN,9121,9121,CHOLCHOL,11582,5758,5815,741,1386,7256,1465,18,8724,4198,13,3562,4211,3601,4086,0,9,13,71,1,18,116,189,2402,722,12,109,158,1,3344,8,1,32,2,2987,158,249,90,54,2270,1081,171,1929,352,941,316,-38.5834330094,-72.9023872851,#f632a3
195,9,REGIÃ“N DE LA ARAUCANÃA,92,MALLECO,9201,9201,ANGOL,52959,25363,27490,3385,5800,34591,6032,137,6342,19317,47,16959,19364,17194,18671,231,1,53,253,3,105,1308,3240,10055,2014,126,164,1723,78,14989,52,2,27,13,14914,567,979,277,107,12977,3533,286,15679,447,184,550,-37.76871249960003,-72.79571425269998,#f632a3
196,9,REGIÃ“N DE LA ARAUCANÃA,92,MALLECO,9202,9202,COLLIPULLI,24439,11916,12413,1475,2916,15692,2647,16,6334,9267,18,7961,9285,8044,9002,17,2,18,180,2,46,262,562,5124,1583,31,366,445,4,7368,16,1,90,9,6831,230,619,190,44,5144,2280,456,6454,579,337,545,-38.02644000100002,-72.12478238819996,#f632a3
197,9,REGIÃ“N DE LA ARAUCANÃA,92,MALLECO,9203,9203,CURACAUTÃN,17254,8158,8824,811,1491,10891,2250,73,2171,8086,16,6003,8102,6033,7930,14,6,5,80,1,50,158,198,4602,832,12,153,228,1,5688,5,0,34,2,5207,157,453,115,13,4335,1410,174,4858,432,133,516,-38.42715567169995,-71.7720702181,#f632a3
198,9,REGIÃ“N DE LA ARAUCANÃA,92,MALLECO,9204,9204,ERCILLA,7706,3747,3842,406,713,4776,863,0,3722,2809,3,2505,2812,2526,2672,1,3,23,103,2,5,78,87,1874,367,3,83,69,0,2410,1,0,10,1,2232,65,117,46,31,1834,527,119,1514,549,135,284,-38.0828410497,-72.3531374892,#f632a3
199,9,REGIÃ“N DE LA ARAUCANÃA,92,MALLECO,9205,9205,LONQUIMAY,10026,5118,4692,676,1072,6504,1005,14,5359,4701,19,3290,4720,3317,4500,6,10,4,121,1,59,80,69,2361,588,8,168,125,2,3085,7,0,40,7,2758,106,262,118,21,2116,922,209,1452,167,259,1384,-38.47332371409999,-71.23974101480005,#1381c0
200,9,REGIÃ“N DE LA ARAUCANÃA,92,MALLECO,9206,9206,LOS SAUCES,7209,3479,3573,291,604,4492,860,0,1943,3019,8,2444,3027,2453,2937,1,0,9,58,1,13,89,291,1532,417,47,39,196,2,2189,17,0,17,7,1961,84,258,86,33,1553,757,86,1568,289,198,377,-37.9828557075,-72.79690683960004,#f632a3
201,9,REGIÃ“N DE LA ARAUCANÃA,92,MALLECO,9207,9207,LUMACO,9535,4877,4587,460,921,5904,1087,0,4268,3841,7,3210,3848,3229,3709,0,4,6,105,0,17,61,100,2281,618,14,123,165,1,2990,8,1,20,11,2923,81,90,37,58,2250,734,195,1610,281,371,927,-38.28714242519996,-73.04570052790008,#1381c0
202,9,REGIÃ“N DE LA ARAUCANÃA,92,MALLECO,9208,9208,PURÃ‰N,11770,5654,6091,701,1273,7423,1495,0,3181,4796,9,3966,4805,3989,4728,3,0,2,51,2,10,81,242,2814,701,13,98,248,1,3664,3,0,34,1,3511,70,289,54,17,2769,1013,140,3121,104,294,422,-38.01214510659998,-73.05042117109998,#f632a3
203,9,REGIÃ“N DE LA ARAUCANÃA,92,MALLECO,9209,9209,RENAICO,10207,4922,5259,591,1080,6759,1105,31,1138,3907,4,3375,3911,3395,3849,0,0,0,45,0,13,170,723,1985,438,11,43,206,3,3135,6,1,11,0,2875,124,260,86,6,2465,817,58,2924,289,54,94,-37.71758568209999,-72.57559103809996,#f632a3
204,9,REGIÃ“N DE LA ARAUCANÃA,92,MALLECO,9210,9210,TRAIGUÃ‰N,18750,8951,9740,974,1792,11810,2315,24,5424,7224,14,6240,7238,6305,7034,16,0,16,112,0,46,328,1164,3560,999,64,100,679,1,5483,14,1,29,2,5497,268,314,98,20,4441,1593,137,4954,700,280,267,-38.246916427799995,-72.6549810073001,#f632a3
205,9,REGIÃ“N DE LA ARAUCANÃA,92,MALLECO,9211,9211,VICTORIA,34099,16248,17631,1938,2955,21849,4031,43,8843,12767,28,11174,12795,11287,12431,72,2,36,139,1,86,653,1302,7118,1728,52,271,863,7,10163,34,1,35,3,9951,252,681,185,37,8107,2615,325,8837,1678,282,310,-38.28061407530003,-72.23359364610019,#f632a3
206,10,REGIÃ“N DE LOS LAGOS,101,LLANQUIHUE,10101,10101,PUERTO MONTT,244376,119808,124017,15380,29528,168434,17827,1953,51450,92950,206,78661,93156,79728,85646,5452,9,373,780,17,673,7637,7626,51792,8484,169,2672,10801,1020,64029,168,8,2216,51,71265,1632,4118,1140,20,59978,13774,4158,73532,2277,470,1997,-41.488934696300014,-72.79558132410001,#f632a3
207,10,REGIÃ“N DE LOS LAGOS,101,LLANQUIHUE,10102,10102,CALBUCO,33876,17036,16840,2190,4106,22221,4048,114,9971,13512,33,11124,13545,11174,13217,63,3,21,165,2,41,345,134,8117,1429,21,1019,516,3,9897,14,0,620,7,10524,65,332,109,5,7960,1730,1294,7838,2121,296,774,-41.72276559700002,-73.19486868810003,#1381c0
208,10,REGIÃ“N DE LOS LAGOS,101,LLANQUIHUE,10103,10103,COCHAMÃ“,4019,2075,1752,128,322,2529,513,28,543,2218,20,1598,2238,1603,2160,0,2,2,36,3,15,2,6,1280,243,1,58,157,0,1389,5,1,34,0,1554,10,17,3,3,1234,271,73,576,28,0,983,-41.759077676299995,-72.09170810759998,#1381c0
209,10,REGIÃ“N DE LOS LAGOS,101,LLANQUIHUE,10104,10104,FRESIA,12258,5992,5950,555,1028,7848,1373,9,2504,5251,8,4353,5259,4372,5176,2,2,5,50,0,16,116,49,3306,679,7,185,270,2,3949,11,0,99,6,3976,38,215,91,2,3144,921,249,3096,919,61,252,-41.15454748860003,-73.60672006750004,#1381c0
210,10,REGIÃ“N DE LOS LAGOS,101,LLANQUIHUE,10105,10105,FRUTILLAR,18352,8964,9229,990,1878,12011,1702,88,4474,7825,24,6234,7849,6258,7560,162,3,17,50,5,28,192,110,4755,931,18,207,658,20,5360,7,3,150,4,5669,97,318,113,4,4506,1346,316,4744,1313,33,118,-41.087394356,-73.0959170387,#f632a3
211,10,REGIÃ“N DE LOS LAGOS,101,LLANQUIHUE,10106,10106,LOS MUERMOS,16890,8425,8207,909,1623,10772,1942,13,2420,7191,7,5924,7198,5932,7055,5,0,7,89,12,23,119,44,4447,890,16,374,440,0,5186,3,1,244,3,5605,54,145,61,5,4306,1031,502,2915,2462,89,409,-41.39708485849998,-73.5818323868999,#1381c0
212,10,REGIÃ“N DE LOS LAGOS,101,LLANQUIHUE,10107,10107,LLANQUIHUE,17473,8509,8866,803,1687,11635,1686,21,5125,6066,12,5493,6078,5561,5955,6,2,14,50,3,36,187,214,4194,738,9,134,618,0,4705,7,0,141,6,4837,119,415,89,2,3994,1195,249,4573,758,64,62,-41.237836695999995,-73.13965964179994,#f632a3
213,10,REGIÃ“N DE LOS LAGOS,101,LLANQUIHUE,10108,10108,MAULLÃN,14211,7174,6943,578,1217,9241,2037,0,2929,6613,14,5109,6627,5120,6471,2,1,2,121,1,15,59,56,3896,593,6,478,224,0,4583,3,0,268,9,4945,37,68,37,3,3808,675,585,3535,1161,123,256,-41.63451562499996,-73.50268608009995,#1381c0
214,10,REGIÃ“N DE LOS LAGOS,101,LLANQUIHUE,10109,10109,PUERTO VARAS,44485,21406,22326,3123,4895,29880,3595,688,7908,17515,100,14205,17615,14356,16353,896,3,41,99,9,114,798,681,10892,1390,20,359,3803,163,9662,25,0,450,5,13203,226,546,120,5,11316,2031,692,10650,2566,130,754,-41.19073555990004,-72.38811070869998,#f632a3
